Amount,Country,Currency,MerchantId,CustomerId,HourOfDay,IsFraud
45.46,CA,CAD,m_0489,c_02723,19,false
355.75,US,USD,m_0265,c_03706,10,false
37.27,US,USD,m_0507,c_03685,9,false
38.46,US,USD,m_0708,c_02266,21,false
201.16,US,USD,m_0595,c_03269,16,false
45.18,GB,GBP,m_0047,c_03625,19,false
18.42,GB,GBP,m_0393,c_02240,23,false
11.31,GB,GBP,m_0524,c_01280,16,false
119.23,AU,AUD,m_0146,c_00655,15,false
63.51,CA,CAD,m_0282,c_02223,23,false
70.56,US,USD,m_0629,c_00169,12,false
39.95,AU,AUD,m_0540,c_01824,21,false
60.94,AU,AUD,m_0308,c_00303,6,false
14.08,NZ,NZD,m_0615,c_02622,21,false
11.59,NZ,NZD,m_0192,c_01019,8,false
77.62,US,USD,m_0799,c_03400,14,false
40.16,AU,AUD,m_0326,c_02664,15,false
56.55,AU,AUD,m_0766,c_00268,23,false
5.97,AU,AUD,m_0560,c_02583,21,false
36.49,IN,INR,m_0473,c_03414,15,false
16.50,AU,AUD,m_0108,c_03225,17,false
22.28,AU,AUD,m_0272,c_02237,15,false
77.35,GB,GBP,m_0596,c_01622,5,false
22.85,AU,AUD,m_0320,c_02821,18,false
6.94,AU,AUD,m_0128,c_02514,10,false
57.19,AU,AUD,m_0370,c_01010,23,false
20.30,GB,GBP,m_0486,c_00322,10,false
64.42,AU,AUD,m_0790,c_02275,21,false
6.48,AU,AUD,m_0664,c_00516,20,false
48.01,AU,AUD,m_0498,c_00032,15,false
164.74,AU,AUD,m_0257,c_00733,18,false
97.51,US,USD,m_0447,c_01074,14,false
159.20,IN,INR,m_0349,c_02202,16,false
394.56,CA,CAD,m_0227,c_00788,14,false
13.04,AU,AUD,m_0379,c_01058,22,false
43.48,NZ,NZD,m_0648,c_01369,15,false
66.15,BR,BRL,m_0436,c_00657,19,false
152.49,AU,AUD,m_0463,c_01754,21,false
45.54,GB,GBP,m_0783,c_01295,11,false
37.81,AU,AUD,m_0103,c_00379,20,false
6.80,US,USD,m_0062,c_00026,15,false
8.27,US,USD,m_0507,c_02289,20,false
84.36,BR,BRL,m_0014,c_03814,21,false
6.52,ZA,ZAR,m_0169,c_02616,13,false
22.31,AU,AUD,m_0351,c_00934,23,false
8.02,NZ,NZD,m_0473,c_02270,6,false
5.24,AU,AUD,m_0180,c_01269,4,false
92.11,GB,GBP,m_0260,c_01483,14,false
15.54,GB,GBP,m_0347,c_03031,16,false
64.14,IN,INR,m_0158,c_03829,12,false
75.50,CA,CAD,m_0749,c_02013,20,false
60.25,SG,SGD,m_0793,c_01631,16,false
16.43,AU,AUD,m_0171,c_02005,20,false
8.20,SG,SGD,m_0174,c_03358,19,false
70.26,NZ,NZD,m_0069,c_02486,9,false
111.84,NZ,NZD,m_0624,c_03248,15,false
221.73,US,USD,m_0640,c_03661,8,false
33.72,US,USD,m_0452,c_01943,23,false
9.24,AU,AUD,m_0286,c_01041,11,false
61.31,US,USD,m_0545,c_00862,9,false
298.23,GB,GBP,m_0566,c_00439,21,false
161.53,GB,GBP,m_0127,c_00603,18,false
110.67,US,USD,m_0753,c_01582,17,false
42.28,US,USD,m_0796,c_00635,17,false
36.64,RU,RUB,m_0137,c_03431,20,false
17.42,US,USD,m_0239,c_00150,15,false
15.54,AU,AUD,m_0607,c_01842,12,false
36.16,US,USD,m_0662,c_02702,10,false
35.18,IN,INR,m_0216,c_00707,18,false
56.57,AU,AUD,m_0172,c_00597,12,false
65.76,US,USD,m_0521,c_03446,9,false
7.89,US,USD,m_0733,c_01583,23,false
86.50,SG,SGD,m_0096,c_01183,15,false
256.40,AU,AUD,m_0604,c_02091,10,false
2.86,AU,AUD,m_0200,c_01290,7,false
3.39,US,USD,m_0036,c_00015,6,false
9.89,AU,AUD,m_0187,c_00015,23,false
86.25,BR,BRL,m_0389,c_01793,4,false
28.58,IN,INR,m_0685,c_01598,15,false
17.15,AU,AUD,m_0307,c_03554,14,false
11.71,SG,SGD,m_0409,c_02516,10,false
72.46,AU,AUD,m_0792,c_02301,14,false
80.56,US,USD,m_0387,c_02189,11,false
14.80,US,USD,m_0016,c_02163,16,false
31.02,US,USD,m_0484,c_02168,6,false
7.35,US,USD,m_0440,c_00740,18,false
9.52,US,USD,m_0710,c_02436,6,false
80.24,NZ,NZD,m_0647,c_02139,3,false
97.46,AU,AUD,m_0567,c_03502,10,false
62.31,AU,AUD,m_0370,c_01375,16,false
46.54,AU,AUD,m_0724,c_00370,13,false
47.17,AU,AUD,m_0077,c_00396,21,false
461.86,GB,GBP,m_0624,c_02920,10,false
30.60,US,USD,m_0618,c_03863,11,false
56.89,AU,AUD,m_0271,c_02954,20,false
8.94,AU,AUD,m_0698,c_01203,8,false
65.98,AU,AUD,m_0130,c_00012,17,false
261.19,SG,SGD,m_0001,c_02910,22,false
22.79,AU,AUD,m_0722,c_03681,12,false
102.02,AU,AUD,m_0140,c_01141,22,false
22.18,AU,AUD,m_0626,c_01344,17,false
15.06,US,USD,m_0530,c_00749,22,false
173.29,US,USD,m_0075,c_01596,15,false
10.31,BR,BRL,m_0494,c_00270,6,false
111.39,US,USD,m_0094,c_00476,9,false
19.02,IN,INR,m_0673,c_00353,22,false
5.58,NZ,NZD,m_0233,c_03879,14,false
95.04,AU,AUD,m_0441,c_02432,10,false
111.78,NZ,NZD,m_0517,c_02352,0,false
96.29,AU,AUD,m_0662,c_00577,21,false
14.14,US,USD,m_0423,c_01412,12,false
39.62,NG,NGN,m_0751,c_00361,23,false
256.82,US,USD,m_0219,c_03694,6,false
43.42,AU,AUD,m_0361,c_03174,11,false
66.48,AU,AUD,m_0304,c_00874,16,false
114.32,US,USD,m_0346,c_03570,7,false
28.49,AU,AUD,m_0040,c_03053,23,false
40.02,US,USD,m_0307,c_03814,2,false
147.23,AU,AUD,m_0234,c_01568,21,false
23.77,US,USD,m_0339,c_01369,9,false
49.85,AU,AUD,m_0164,c_00844,15,false
8.76,AU,AUD,m_0785,c_01330,14,false
29.08,GB,GBP,m_0240,c_00409,6,false
21.82,US,USD,m_0020,c_00583,19,false
7.30,BR,BRL,m_0704,c_02879,9,false
88.61,US,USD,m_0323,c_03349,12,false
10.88,BR,BRL,m_0085,c_02732,9,false
12.09,AU,AUD,m_0061,c_00044,8,false
4.78,SG,SGD,m_0328,c_00455,0,false
56.37,BR,BRL,m_0671,c_02812,2,false
9.66,GB,GBP,m_0449,c_01158,9,false
42.24,AU,AUD,m_0564,c_00203,18,false
8.29,AU,AUD,m_0068,c_00198,21,false
119.74,NG,NGN,m_0792,c_02955,13,false
11.60,US,USD,m_0292,c_00264,21,false
181.74,GB,GBP,m_0670,c_01380,12,false
16.41,AU,AUD,m_0779,c_03073,14,false
8.57,US,USD,m_0398,c_00290,14,false
26.93,US,USD,m_0660,c_00079,0,false
23.43,IN,INR,m_0076,c_02240,6,false
9.49,AU,AUD,m_0491,c_02052,7,false
86.65,NZ,NZD,m_0199,c_02336,5,false
26.05,GB,GBP,m_0022,c_00012,1,false
8.86,CA,CAD,m_0336,c_00033,8,false
18.05,SG,SGD,m_0389,c_01283,12,false
63.33,US,USD,m_0643,c_00766,9,false
21.86,CA,CAD,m_0316,c_01356,12,false
141.04,US,USD,m_0554,c_02277,21,false
26.15,AU,AUD,m_0091,c_01573,10,false
27.02,AU,AUD,m_0695,c_01371,2,false
5.82,ZA,ZAR,m_0462,c_01325,17,false
16.30,US,USD,m_0405,c_00191,11,false
20.80,AU,AUD,m_0145,c_01875,20,false
29.85,AU,AUD,m_0026,c_02847,16,false
50.07,AU,AUD,m_0770,c_02256,20,false
1.97,GB,GBP,m_0176,c_00277,19,false
69.13,CA,CAD,m_0741,c_00018,16,false
20.28,US,USD,m_0217,c_02194,23,false
3.36,AU,AUD,m_0583,c_03071,14,false
119.02,AU,AUD,m_0570,c_02117,15,false
31.74,AU,AUD,m_0717,c_02474,21,false
7.96,US,USD,m_0055,c_02693,13,false
16.39,AU,AUD,m_0002,c_00222,7,false
46.07,AU,AUD,m_0235,c_00555,22,false
18.73,AU,AUD,m_0286,c_02683,16,false
52.35,NZ,NZD,m_0068,c_01727,10,false
19.01,NZ,NZD,m_0643,c_03010,20,false
77.67,NZ,NZD,m_0131,c_02849,22,false
33.44,NZ,NZD,m_0778,c_00536,21,false
197.29,IN,INR,m_0202,c_00012,15,false
29.51,AU,AUD,m_0451,c_01872,7,false
7.82,US,USD,m_0136,c_03146,12,false
19.42,US,USD,m_0481,c_01223,6,false
2.54,IN,INR,m_0544,c_00894,20,false
26.62,NZ,NZD,m_0635,c_01586,6,false
8.15,AU,AUD,m_0430,c_01995,6,false
19.71,NG,NGN,m_0472,c_03908,15,false
23.56,BR,BRL,m_0404,c_01483,17,false
26.27,AU,AUD,m_0308,c_02688,8,false
22.55,AU,AUD,m_0582,c_01708,7,false
17.18,GB,GBP,m_0133,c_03468,12,false
14.50,IN,INR,m_0151,c_01048,13,false
52.31,AU,AUD,m_0671,c_02273,8,false
55.49,AU,AUD,m_0526,c_02607,22,false
17.34,AU,AUD,m_0152,c_02620,15,false
25.44,SG,SGD,m_0585,c_02797,18,false
99.93,US,USD,m_0738,c_03956,7,false
27.01,US,USD,m_0683,c_00236,2,false
18.28,AU,AUD,m_0707,c_00987,0,false
18.06,US,USD,m_0274,c_01515,20,false
136.65,GB,GBP,m_0465,c_01645,21,false
109.85,CA,CAD,m_0651,c_01375,21,false
16.20,AU,AUD,m_0278,c_01610,16,false
16.53,CA,CAD,m_0066,c_01765,21,false
5.54,AU,AUD,m_0023,c_02194,14,false
11.78,GB,GBP,m_0090,c_03338,4,false
10.66,US,USD,m_0590,c_01562,14,false
79.62,AU,AUD,m_0014,c_01857,7,false
1.72,AU,AUD,m_0273,c_00744,6,false
44.28,AU,AUD,m_0667,c_02231,2,false
23.22,IN,INR,m_0309,c_03182,0,false
54.56,NZ,NZD,m_0423,c_00902,18,false
92.59,AU,AUD,m_0031,c_02188,0,false
67.54,US,USD,m_0172,c_00582,14,false
9.76,IN,INR,m_0161,c_00857,14,false
125.70,CA,CAD,m_0697,c_02665,22,false
42.31,AU,AUD,m_0664,c_03825,11,false
27.36,IN,INR,m_0456,c_01896,7,false
236.71,US,USD,m_0200,c_01918,12,false
17.77,US,USD,m_0550,c_00258,16,false
122.35,RU,RUB,m_0496,c_03508,11,false
10.36,AU,AUD,m_0679,c_03469,16,false
17.21,NG,NGN,m_0788,c_03763,10,false
24.05,SG,SGD,m_0169,c_03721,16,false
85.57,NZ,NZD,m_0181,c_03713,15,false
11.95,AU,AUD,m_0253,c_01409,23,false
6.84,GB,GBP,m_0241,c_00608,7,false
181.74,CA,CAD,m_0631,c_00779,20,false
18.01,AU,AUD,m_0486,c_02832,22,false
8.46,US,USD,m_0481,c_01627,9,false
88.24,CA,CAD,m_0163,c_03399,17,false
6.57,AU,AUD,m_0406,c_00409,11,false
43.70,SG,SGD,m_0695,c_02295,17,false
83.01,AU,AUD,m_0725,c_03122,23,false
15.91,AU,AUD,m_0149,c_00860,7,false
136.40,NZ,NZD,m_0773,c_02489,10,false
4.31,NZ,NZD,m_0647,c_03524,19,false
7.84,US,USD,m_0633,c_01383,11,false
75.78,IN,INR,m_0740,c_01962,19,false
61.56,IN,INR,m_0279,c_01626,9,false
11.55,AU,AUD,m_0686,c_01292,16,false
15.15,AU,AUD,m_0332,c_00609,17,false
22.14,US,USD,m_0294,c_02720,21,false
219.15,NZ,NZD,m_0065,c_01286,15,false
7.43,AU,AUD,m_0075,c_03274,18,false
51.60,AU,AUD,m_0275,c_00295,20,false
83.91,AU,AUD,m_0094,c_02361,19,false
32.86,AU,AUD,m_0509,c_01466,17,false
7.02,GB,GBP,m_0207,c_02342,10,false
50.67,IN,INR,m_0545,c_02321,16,false
10.15,US,USD,m_0076,c_00676,12,false
73.88,AU,AUD,m_0136,c_01794,7,false
42.01,AU,AUD,m_0591,c_03948,5,false
8.52,GB,GBP,m_0653,c_03834,12,false
72.97,US,USD,m_0317,c_00832,5,false
44.78,AU,AUD,m_0743,c_03218,5,false
82.85,AU,AUD,m_0124,c_02401,11,false
75.02,US,USD,m_0656,c_01869,4,false
39.41,AU,AUD,m_0431,c_03966,11,false
17.67,AU,AUD,m_0509,c_01643,15,false
17.76,US,USD,m_0430,c_03344,10,false
31.41,AU,AUD,m_0716,c_00904,14,false
13.41,NZ,NZD,m_0437,c_02526,4,false
51.03,AU,AUD,m_0141,c_02332,8,false
8.71,AU,AUD,m_0478,c_02946,18,false
16.13,AU,AUD,m_0424,c_02763,16,false
123.22,RU,RUB,m_0538,c_02543,8,true
19.76,AU,AUD,m_0446,c_01016,19,false
23.45,AU,AUD,m_0764,c_00907,2,false
197.73,AU,AUD,m_0406,c_02333,6,false
39.96,CA,CAD,m_0265,c_01130,20,false
37.97,US,USD,m_0271,c_00071,15,false
45.63,GB,GBP,m_0230,c_00196,11,false
152.04,AU,AUD,m_0590,c_02741,7,false
29.98,IN,INR,m_0103,c_01021,13,false
3.33,AU,AUD,m_0491,c_01339,6,false
8.14,AU,AUD,m_0423,c_01518,20,false
11.18,AU,AUD,m_0251,c_00042,6,false
51.37,US,USD,m_0152,c_02964,10,false
69.75,SG,SGD,m_0365,c_00437,20,false
48.41,IN,INR,m_0195,c_01355,23,false
1071.70,SG,SGD,m_0441,c_03977,4,false
57.77,AU,AUD,m_0194,c_01063,13,false
75.72,AU,AUD,m_0564,c_01520,17,false
78.48,US,USD,m_0139,c_00138,5,false
12.64,US,USD,m_0213,c_02688,15,false
175.04,GB,GBP,m_0517,c_03037,23,false
81.15,US,USD,m_0034,c_02262,6,false
38.44,IN,INR,m_0391,c_03086,13,false
27.20,IN,INR,m_0679,c_03983,19,false
3.45,AU,AUD,m_0310,c_00852,9,false
225.98,SG,SGD,m_0166,c_03339,1,false
164.36,US,USD,m_0770,c_01380,16,false
43.67,CA,CAD,m_0533,c_00628,11,false
18.28,AU,AUD,m_0588,c_00442,15,false
71.21,AU,AUD,m_0752,c_02836,10,false
30.11,SG,SGD,m_0146,c_03179,15,false
18.09,CA,CAD,m_0059,c_00711,20,false
67.25,AU,AUD,m_0237,c_03010,1,false
16.06,SG,SGD,m_0222,c_01110,9,false
55.18,AU,AUD,m_0596,c_03316,21,false
10.74,NZ,NZD,m_0136,c_01199,5,false
112.49,US,USD,m_0266,c_02706,23,false
53.66,CA,CAD,m_0658,c_02606,16,false
9.92,AU,AUD,m_0616,c_03833,21,false
75.28,US,USD,m_0158,c_03231,16,false
23.86,AU,AUD,m_0185,c_00638,6,false
71.29,NG,NGN,m_0395,c_01615,8,false
18.60,AU,AUD,m_0151,c_03880,20,false
6.32,AU,AUD,m_0191,c_00409,10,false
61.57,NG,NGN,m_0355,c_02820,20,false
22.84,NZ,NZD,m_0466,c_03503,10,false
49.18,GB,GBP,m_0361,c_00425,11,false
32.71,AU,AUD,m_0326,c_03012,18,false
12.55,AU,AUD,m_0767,c_01043,15,false
12.46,AU,AUD,m_0297,c_00613,22,false
94.93,US,USD,m_0267,c_02422,21,false
256.69,NG,NGN,m_0754,c_00007,5,false
33.38,AU,AUD,m_0454,c_03594,13,false
24.28,US,USD,m_0013,c_01110,14,false
33.78,AU,AUD,m_0387,c_03138,19,false
32.64,GB,GBP,m_0699,c_01836,7,false
67.08,IN,INR,m_0674,c_00857,19,false
60.46,AU,AUD,m_0486,c_01307,16,false
22.70,US,USD,m_0083,c_03629,15,false
184.77,AU,AUD,m_0670,c_01511,9,false
28.21,AU,AUD,m_0331,c_03785,10,false
24.60,US,USD,m_0718,c_02383,19,false
7.47,US,USD,m_0662,c_01674,7,false
24.11,AU,AUD,m_0044,c_01768,7,false
23.53,AU,AUD,m_0685,c_02258,19,false
11.20,NZ,NZD,m_0779,c_03488,17,false
44.55,US,USD,m_0066,c_03355,7,false
87.78,AU,AUD,m_0079,c_01525,1,false
132.86,IN,INR,m_0552,c_00630,14,false
60.82,US,USD,m_0009,c_00426,2,false
194.96,AU,AUD,m_0399,c_01267,9,false
125.22,AU,AUD,m_0515,c_03751,18,false
46.02,US,USD,m_0534,c_01341,14,false
54.15,IN,INR,m_0611,c_01784,6,false
29.13,GB,GBP,m_0733,c_03810,11,false
19.27,AU,AUD,m_0707,c_00262,13,false
56.62,RU,RUB,m_0524,c_03757,16,false
48.06,US,USD,m_0779,c_01665,11,false
4.81,GB,GBP,m_0099,c_02670,17,false
27.18,AU,AUD,m_0225,c_03585,9,false
23.93,NZ,NZD,m_0064,c_00023,6,false
46.33,AU,AUD,m_0406,c_00773,17,false
36.92,AU,AUD,m_0241,c_02253,17,false
44.04,US,USD,m_0676,c_03189,7,false
320.88,AU,AUD,m_0443,c_00672,20,false
44.94,BR,BRL,m_0570,c_03644,7,false
26.65,CA,CAD,m_0496,c_01670,1,false
57.89,GB,GBP,m_0769,c_03389,21,false
33.51,US,USD,m_0313,c_03954,17,false
38.15,IN,INR,m_0102,c_02757,7,false
126.91,RU,RUB,m_0473,c_03020,11,false
59.06,US,USD,m_0754,c_03855,21,false
23.14,IN,INR,m_0667,c_00178,10,false
157.74,US,USD,m_0651,c_03682,9,false
48.91,IN,INR,m_0789,c_00308,7,false
12.85,US,USD,m_0516,c_02846,16,false
32.58,GB,GBP,m_0359,c_02707,13,false
16.53,AU,AUD,m_0719,c_01601,7,false
147.25,SG,SGD,m_0175,c_02506,21,false
34.07,AU,AUD,m_0316,c_02527,12,false
84.77,NG,NGN,m_0617,c_01118,12,true
15.52,AU,AUD,m_0140,c_02373,13,false
96.09,CA,CAD,m_0312,c_00258,18,false
41.93,US,USD,m_0567,c_03203,9,false
76.73,GB,GBP,m_0703,c_02531,14,false
36.97,AU,AUD,m_0623,c_03285,1,false
105.56,US,USD,m_0470,c_02126,22,false
38.43,US,USD,m_0547,c_00438,21,false
114.37,AU,AUD,m_0171,c_02716,18,false
8.86,IN,INR,m_0122,c_03424,11,false
3.44,US,USD,m_0558,c_00734,0,false
150.83,US,USD,m_0001,c_02279,12,false
5.45,AU,AUD,m_0338,c_01977,9,false
307.97,US,USD,m_0486,c_01073,20,false
99.64,AU,AUD,m_0243,c_00060,22,false
24.28,CA,CAD,m_0798,c_02444,18,false
56.10,IN,INR,m_0300,c_00398,3,false
86.96,AU,AUD,m_0681,c_03460,17,false
9.58,US,USD,m_0492,c_03744,21,false
43.92,US,USD,m_0032,c_00463,9,false
92.87,US,USD,m_0237,c_01112,9,false
35.44,NG,NGN,m_0045,c_01612,18,false
26.97,NG,NGN,m_0384,c_00676,15,false
17.05,AU,AUD,m_0332,c_03729,6,false
47.41,IN,INR,m_0787,c_00731,15,false
21.85,CA,CAD,m_0492,c_03690,13,false
29.07,GB,GBP,m_0229,c_02461,18,false
32.45,SG,SGD,m_0321,c_00026,7,false
65.55,AU,AUD,m_0224,c_00417,14,false
19.72,GB,GBP,m_0735,c_03192,0,false
27.80,GB,GBP,m_0507,c_00644,16,false
56.64,GB,GBP,m_0570,c_01315,8,false
53.29,AU,AUD,m_0313,c_00698,19,false
20.74,NZ,NZD,m_0119,c_02058,15,false
23.06,AU,AUD,m_0054,c_02168,14,false
24.72,US,USD,m_0236,c_03133,16,false
157.46,CA,CAD,m_0542,c_02998,22,false
52.69,AU,AUD,m_0122,c_01460,23,false
91.28,RU,RUB,m_0297,c_03471,13,false
10.89,AU,AUD,m_0032,c_00911,17,false
9.43,US,USD,m_0705,c_00824,6,false
33.30,IN,INR,m_0039,c_02102,3,false
10.76,AU,AUD,m_0362,c_03254,0,false
23.65,AU,AUD,m_0446,c_00754,17,false
68.23,AU,AUD,m_0419,c_01339,13,false
6.89,AU,AUD,m_0525,c_00205,21,false
17.95,AU,AUD,m_0193,c_01199,16,false
38.98,AU,AUD,m_0388,c_03824,20,false
42.16,AU,AUD,m_0140,c_02408,15,false
51.55,US,USD,m_0350,c_00216,8,false
42.46,CA,CAD,m_0050,c_02181,10,false
24.47,AU,AUD,m_0701,c_02904,12,false
76.44,AU,AUD,m_0535,c_01190,19,false
8.20,AU,AUD,m_0796,c_02117,17,false
25.34,IN,INR,m_0469,c_02388,20,false
56.84,IN,INR,m_0503,c_01346,21,false
11.09,CA,CAD,m_0760,c_00456,17,false
35.19,US,USD,m_0141,c_01226,6,false
59.98,GB,GBP,m_0474,c_00059,6,false
118.14,AU,AUD,m_0273,c_03256,10,false
44.70,CA,CAD,m_0536,c_00430,15,false
46.69,US,USD,m_0794,c_00336,6,false
207.82,RU,RUB,m_0282,c_03872,6,false
91.97,IN,INR,m_0633,c_02690,21,false
25.51,AU,AUD,m_0591,c_00193,16,false
88.68,IN,INR,m_0213,c_00906,4,false
191.19,GB,GBP,m_0517,c_02206,20,false
53.38,US,USD,m_0200,c_00519,8,false
66.80,AU,AUD,m_0255,c_03927,9,false
23.08,US,USD,m_0662,c_03548,11,false
17.56,NZ,NZD,m_0707,c_02176,9,false
2.86,AU,AUD,m_0044,c_01161,10,false
97.43,AU,AUD,m_0411,c_00286,7,false
15.72,AU,AUD,m_0451,c_00324,7,false
10.37,NZ,NZD,m_0215,c_01447,12,false
45.69,NZ,NZD,m_0330,c_03996,17,false
19.80,GB,GBP,m_0396,c_03361,14,false
25.19,US,USD,m_0119,c_00415,21,false
39.18,NG,NGN,m_0138,c_03434,19,false
51.24,US,USD,m_0163,c_02232,22,false
24.99,AU,AUD,m_0534,c_00337,11,false
198.71,AU,AUD,m_0079,c_00144,23,false
12.30,GB,GBP,m_0650,c_03653,2,false
40.16,SG,SGD,m_0272,c_00176,3,false
21.59,RU,RUB,m_0499,c_01720,11,false
57.61,IN,INR,m_0649,c_01062,8,false
15.69,US,USD,m_0325,c_03254,18,false
67.08,US,USD,m_0775,c_03525,20,false
35.40,AU,AUD,m_0550,c_03128,17,false
271.06,IN,INR,m_0115,c_03505,8,false
32.19,CA,CAD,m_0140,c_03465,16,false
37.22,IN,INR,m_0567,c_03932,15,false
303.56,AU,AUD,m_0278,c_03178,22,false
38.16,AU,AUD,m_0516,c_03113,4,false
20.18,US,USD,m_0668,c_03062,16,false
19.93,NZ,NZD,m_0780,c_01946,13,false
17.87,AU,AUD,m_0638,c_03741,6,false
10.13,AU,AUD,m_0041,c_03785,11,false
60.17,AU,AUD,m_0626,c_00143,6,false
32.39,US,USD,m_0287,c_00272,21,false
12.09,NZ,NZD,m_0164,c_01109,12,false
56.44,SG,SGD,m_0637,c_01978,9,false
48.97,NG,NGN,m_0769,c_01135,1,false
25.69,US,USD,m_0155,c_03050,23,false
7.88,BR,BRL,m_0182,c_01529,11,false
213.32,AU,AUD,m_0015,c_01086,13,false
14.09,GB,GBP,m_0111,c_02186,10,false
25.69,US,USD,m_0052,c_01946,12,false
9.38,AU,AUD,m_0033,c_02436,0,false
22.08,US,USD,m_0072,c_02340,7,false
39.87,US,USD,m_0477,c_01949,14,false
13.41,AU,AUD,m_0577,c_03956,14,false
13.79,AU,AUD,m_0176,c_00657,23,false
224.28,SG,SGD,m_0522,c_01936,20,false
295.65,US,USD,m_0260,c_01296,9,false
43.09,AU,AUD,m_0508,c_00455,10,false
19.06,ZA,ZAR,m_0007,c_01863,22,false
6.94,AU,AUD,m_0778,c_01236,1,false
26.96,IN,INR,m_0096,c_02654,11,false
44.96,AU,AUD,m_0774,c_00338,2,false
42.67,SG,SGD,m_0185,c_01540,23,false
19.23,AU,AUD,m_0324,c_00387,14,false
922.56,US,USD,m_0308,c_02950,18,false
41.38,GB,GBP,m_0709,c_01471,14,false
74.91,US,USD,m_0589,c_02734,10,false
13.00,AU,AUD,m_0776,c_02880,23,false
34.49,US,USD,m_0570,c_01753,16,false
35.29,AU,AUD,m_0010,c_02049,9,false
10.68,AU,AUD,m_0449,c_03363,12,false
5.48,SG,SGD,m_0308,c_00179,15,false
65.80,NZ,NZD,m_0787,c_03661,22,false
38.14,AU,AUD,m_0236,c_01142,14,false
7.83,AU,AUD,m_0517,c_00647,0,false
75.32,US,USD,m_0192,c_00607,15,false
2.95,BR,BRL,m_0368,c_03698,9,false
34.58,CA,CAD,m_0019,c_02247,9,false
50.13,AU,AUD,m_0465,c_00981,23,false
87.93,AU,AUD,m_0797,c_02328,21,false
49.33,CA,CAD,m_0241,c_00569,22,false
46.07,US,USD,m_0758,c_02935,23,false
132.98,US,USD,m_0557,c_03452,8,false
137.78,US,USD,m_0042,c_00208,12,false
13.17,AU,AUD,m_0122,c_03647,15,false
7.84,US,USD,m_0338,c_02054,13,false
2.21,SG,SGD,m_0194,c_02605,9,false
17.33,AU,AUD,m_0781,c_00980,14,false
11.89,US,USD,m_0622,c_02447,18,false
49.89,NZ,NZD,m_0453,c_00608,23,false
202.68,US,USD,m_0739,c_00066,19,false
14.89,US,USD,m_0156,c_03771,17,false
134.12,US,USD,m_0002,c_00612,2,false
25.42,AU,AUD,m_0509,c_01074,10,false
98.98,US,USD,m_0320,c_00655,3,false
37.32,ZA,ZAR,m_0090,c_00654,13,false
462.21,NZ,NZD,m_0704,c_01715,10,false
17.20,AU,AUD,m_0617,c_00709,16,false
35.55,US,USD,m_0576,c_00993,11,false
118.34,AU,AUD,m_0206,c_03704,7,false
36.19,US,USD,m_0271,c_03877,19,false
16.94,US,USD,m_0333,c_00920,21,false
27.72,AU,AUD,m_0148,c_01802,7,false
13.12,GB,GBP,m_0110,c_02548,9,false
32.57,US,USD,m_0750,c_01267,7,false
14.20,AU,AUD,m_0086,c_02012,15,false
119.35,AU,AUD,m_0470,c_02737,22,false
25.38,RU,RUB,m_0429,c_02882,22,false
37.23,BR,BRL,m_0559,c_01811,23,false
3.59,CA,CAD,m_0083,c_02714,16,false
21.33,SG,SGD,m_0495,c_01235,18,false
64.03,AU,AUD,m_0430,c_03600,20,false
148.97,AU,AUD,m_0345,c_03239,10,false
38.67,GB,GBP,m_0366,c_01052,7,false
398.67,NG,NGN,m_0290,c_02633,13,false
36.13,AU,AUD,m_0793,c_00802,23,false
18.35,AU,AUD,m_0685,c_01758,22,false
35.41,GB,GBP,m_0742,c_00266,7,false
12.89,SG,SGD,m_0415,c_01064,15,false
126.87,AU,AUD,m_0254,c_03536,7,false
48.48,SG,SGD,m_0103,c_02923,11,false
5.58,US,USD,m_0083,c_00367,6,false
51.75,US,USD,m_0478,c_03121,22,false
72.27,CA,CAD,m_0776,c_01590,19,false
14.28,RU,RUB,m_0632,c_03078,20,false
46.49,AU,AUD,m_0537,c_01347,3,false
198.49,NG,NGN,m_0543,c_00679,14,false
109.34,GB,GBP,m_0483,c_00564,6,false
25.01,AU,AUD,m_0426,c_00434,10,false
267.83,US,USD,m_0159,c_00532,23,false
32.50,IN,INR,m_0258,c_01971,15,false
144.58,AU,AUD,m_0042,c_01833,12,false
54.06,AU,AUD,m_0294,c_02241,1,false
80.21,US,USD,m_0016,c_00696,0,false
26.55,AU,AUD,m_0219,c_03590,7,false
105.38,RU,RUB,m_0039,c_03234,18,false
23.53,SG,SGD,m_0484,c_00082,19,false
101.39,GB,GBP,m_0707,c_00485,18,false
26.35,NZ,NZD,m_0092,c_01319,7,false
34.90,AU,AUD,m_0010,c_00892,16,false
79.81,CA,CAD,m_0720,c_03065,12,false
22.64,IN,INR,m_0555,c_03504,13,false
82.00,AU,AUD,m_0757,c_01742,10,false
15.60,SG,SGD,m_0048,c_00604,12,false
14.91,CA,CAD,m_0716,c_01192,23,false
36.40,AU,AUD,m_0239,c_01270,8,false
30.27,AU,AUD,m_0511,c_01723,8,false
17.20,US,USD,m_0328,c_01936,10,false
103.85,NZ,NZD,m_0141,c_02237,0,false
32.97,AU,AUD,m_0784,c_02306,14,false
363.56,US,USD,m_0655,c_00187,22,false
20.17,US,USD,m_0020,c_00629,15,false
25.89,CA,CAD,m_0791,c_01148,8,false
30.82,AU,AUD,m_0105,c_00112,16,false
57.85,US,USD,m_0270,c_03092,15,false
